"Name","Year_of_Release","Genre","Publisher","Global_Sales","Critic_Score","User_Score","Rating","log_JP_Sales","log_Other_Sales","sqrt_Critic_Count","log_User_Count","length_Name","length_Publisher","new_platform","yearI","yearII","is_important_genre","is_important_platform"
"SpongeBob's Boating Bash","2010","Misc","THQ",0.15,68.5,7,"E",0,0.00995033085316809,4.12310562561766,2.63905732961526,4,1,"DS","5","2","0","0"
"Unreal Tournament III","2007","Shooter","Midway Games",0.67,86,7.7,"M",0,0.0953101798043249,6.48074069840786,4.85203026391962,3,2,"PS","5","2","1","1"
"Monster 4x4: Stunt Racer","2009","Racing","Ubisoft",0.18,69,5.2,"E",0,0.00995033085316809,4.24264068711928,2.30258509299405,4,1,"Wii","5","2","0","1"
"Tengai Makyo: Dai Yon no Mokushiroku","2006","Role-Playing","Hudson Soft",0.01,74,7.9,"Unknown",0.00995033085316809,0,5.47722557505166,3.96081316959758,6,2,"PS","5","2","0","1"
"The Sims 2","2005","Simulation","Electronic Arts",0.39,58,7.5,"E10+",0,0.00995033085316809,3.3166247903554,1.94591014905531,3,2,"GB","4","2","0","1"
"The Matrix: Path of Neo","2005","Action","Atari",0.31,73,7.3,"T",0,0.00995033085316809,6.2449979983984,3.04452243772342,5,1,"XB","4","2","1","1"
"Madden NFL 09","2008","Sports","Electronic Arts",1.88,85,4.4,"E",0,0.165514438477573,6.16441400296898,4.89034912822175,3,2,"PS","5","2","1","1"
"Paddington: Adventures in London","2015","Puzzle","Koch Media",0.03,70,7.5,"Unknown",0,0,3.74165738677394,2.484906649788,4,2,"DS","6","3","0","0"
"Major League Baseball 2K6","2006","Sports","Take-Two Interactive",0.17,66,7.4,"E",0,0,2.82842712474619,2.83321334405622,4,3,"GC","5","2","1","0"
"Rez","2001","Shooter","Sony Computer Entertainment",0.05,78,8.3,"E",0,0.00995033085316809,5.8309518948453,3.36729582998647,1,3,"PS","4","2","1","1"
"The Warriors","2005","Action","Take-Two Interactive",0.53,84,8.5,"M",0,0.0676586484738149,7.21110255092798,4.29045944114839,2,3,"PS","4","2","1","1"
"Hello Kitty's Cube Frenzy","1998","Puzzle","Culture Publishers",0.09,70,7.5,"Unknown",0,0.00995033085316809,3.74165738677394,2.484906649788,5,2,"PS","3","1","0","1"
"Super Robot Gakuen","2009","Adventure","Namco Bandai Games",0.04,66,7.5,"Unknown",0.0392207131532813,0,4,2.77258872223978,3,3,"DS","5","2","0","0"
"Pinball Hall of Fame: The Williams Collection","2009","Misc","Crave Entertainment",0.22,82,7.9,"E10+",0,0.0198026272961797,4,2.19722457733622,7,2,"PS","5","2","0","1"
"We Sing","2009","Misc","Nordic Games",0.75,68.5,7,"Unknown",0,0.0769610411361284,4.12310562561766,2.63905732961526,2,2,"Wii","5","2","0","1"
"Tales of the Tempest","2006","Role-Playing","Namco Bandai Games",0.18,74,7.9,"Unknown",0.165514438477573,0,5.47722557505166,3.96081316959758,4,3,"DS","5","2","0","0"
"Super Army War","2005","Action","Flashpoint Games",0.04,58,7.4,"T",0,0,2.82842712474619,3.29583686600433,3,2,"GB","4","2","1","1"
"Jak II","2003","Platform","Sony Computer Entertainment",2.78,87,8.2,"T",0,0.307484699747961,6.85565460040104,5.48893772615669,2,3,"PS","4","2","1","1"
"Dark Sector","2008","Shooter","D3Publisher",0.47,72,7.6,"M",0.00995033085316809,0.0676586484738149,6.85565460040104,4.26267987704132,2,1,"PS","5","2","1","1"
"Omega Quintet","2014","Role-Playing","Compile Heart",0.02,58,7.1,"T",0.0198026272961797,0,4.69041575982343,4.40671924726425,2,2,"PS","6","3","0","1"
"Kidz Sports: Crazy Golf","2008","Sports","Data Design Interactive",0.12,75,3.4,"E",0,0.00995033085316809,4.24264068711928,2.19722457733622,4,3,"Wii","5","2","1","1"
"Tom Clancy's  Ghost Recon Advanced Warfighter (weekly JP sales)","2006","Shooter","Ubisoft",0.01,73,7.4,"Unknown",0.00995033085316809,0,5.65685424949238,4.14313472639153,10,1,"XB","5","2","1","1"
"Tennis no Oji-Sama: 2005 Crystal Drive","2004","Sports","Konami Digital Entertainment",0.05,75,7.4,"Unknown",0.048790164169432,0,4.24264068711928,2.83321334405622,7,3,"DS","4","2","1","0"
"Mortal Kombat","2011","Fighting","Warner Bros. Interactive Entertainment",2.1,86,8.3,"M",0,0.148420005118273,8.12403840463596,5.94803498918065,2,4,"XB","6","3","1","1"
"Harvest Moon: Save the Homeland","N/A","Simulation","Unknown",0.4,76,8.8,"E",0,0.048790164169432,3.74165738677394,4.29045944114839,5,1,"PS","999","999","0","1"
"Petz: Horseshoe Ranch","2009","Adventure","Ubisoft",0.17,66,7.5,"Unknown",0,0.00995033085316809,4,2.77258872223978,3,1,"DS","5","2","0","0"
"Kamen Rider: Travelers Senki","2013","Action","Seventh Chord",0.08,68,7.4,"Unknown",0.0769610411361284,0,4.69041575982343,3.29583686600433,4,2,"DS","6","3","1","0"
"Famicom Mini: Super Mario Bros. 2","2004","Platform","Nintendo",0.42,69,7.7,"Unknown",0.343589704390077,0.00995033085316809,4.12310562561766,3.13549421592915,6,1,"GB","4","2","1","1"
"NCAA March Madness 07","2007","Sports","Electronic Arts",0.21,67,7.1,"E",0,0.0198026272961797,5.74456264653803,2.77258872223978,4,2,"XB","5","2","1","1"
"Duke Nukem: Land of the Babes","2000","Shooter","Atari",0.08,37,6.8,"M",0,0,2.64575131106459,3.04452243772342,6,1,"PS","3","1","1","1"
"Pokken Tournament","2016","Fighting","Namco Bandai Games",1.01,76,8,"E10+",0.157003748809665,0.0769610411361284,8.60232526704263,5.61312810638807,2,3,"Wii","7","3","1","1"
"I Heart Geeks","2011","Puzzle","CDV Software Entertainment",0.03,70,7.5,"Unknown",0,0,3.74165738677394,2.484906649788,3,3,"DS","6","3","0","0"
"RollerCoaster Tycoon 3","2004","Strategy","Atari",0.27,81,5,"E",0,0.0392207131532813,6.2449979983984,5.84932477994686,3,1,"PC","4","2","0","0"
"Wet","N/A","Shooter","Bethesda Softworks",0.5,69,7.3,"M",0.00995033085316809,0.048790164169432,8.88819441731559,4.46590811865458,1,2,"XB","999","999","1","1"
"Psycho-Pass: Mandatory Happiness","2016","Adventure","Nippon Ichi Software",0.02,64,7.3,"T",0.00995033085316809,0,3.3166247903554,2.39789527279837,4,3,"PS","7","3","0","1"
"Sekirei: Mirai Kara no Okurimono","2009","Adventure","Alchemist",0.01,66,7.5,"Unknown",0.00995033085316809,0,4,2.77258872223978,5,1,"PS","5","2","0","1"
"Animal Paradise","2007","Simulation","Empire Interactive",0.25,49,7.6,"E",0,0.0198026272961797,2.64575131106459,3.04452243772342,2,2,"DS","5","2","0","0"
"Casino Chaos With Las Vegas Players Collection","2011","Misc","THQ",0.03,68.5,7,"T",0,0,4.12310562561766,2.63905732961526,7,1,"PC","6","3","0","0"
"Madden NFL 2000","1999","Sports","Electronic Arts",0.61,75,7.4,"Unknown",0,0,4.24264068711928,2.83321334405622,3,2,"DS","3","1","1","0"
"Frontlines: Fuel of War","2008","Shooter","THQ",0.02,73,6.9,"T",0,0,4.35889894354067,5.14749447681345,4,1,"PC","5","2","1","0"
"Farming Simulator 2015","2015","Simulation","Koch Media",0.2,70,7.6,"Unknown",0,0.0198026272961797,4.12310562561766,3.04452243772342,3,2,"XB","6","3","0","1"
"Doraemon","1986","Action","Hudson Soft",1.15,68,7.4,"Unknown",0.765467842139571,0,4.69041575982343,3.29583686600433,1,2,"DS","1","0","1","0"
"Spy vs Spy","2005","Action","Global Star",0.11,53,8,"T",0,0,5.8309518948453,2.19722457733622,3,2,"XB","4","2","1","1"
"Call of Duty: Black Ops II","2012","Shooter","Activision",0.41,81,6.9,"M",0,0.0295588022415444,5.56776436283002,5.43372200355424,6,1,"Wii","6","3","1","1"
"Detective Conan: Marionette Symphony","2013","Adventure","Namco Bandai Games",0.05,66,7.5,"Unknown",0.048790164169432,0,4,2.77258872223978,4,3,"DS","6","3","0","0"
"Suikoden V","2006","Role-Playing","Konami Digital Entertainment",0.35,76,7.6,"T",0.173953307123438,0.0198026272961797,6.557438524302,4.70048036579242,2,3,"PS","5","2","0","1"
"Pia Carrot e Youkoso!! 2.5","2008","Adventure","NEC Interchannel",0.04,66,7.5,"Unknown",0.0392207131532813,0,4,2.77258872223978,6,2,"others","5","2","0","0"
"Dragon Warrior IV","1990","Role-Playing","Enix Corporation",3.12,74,7.9,"Unknown",1.39376637595859,0.00995033085316809,5.47722557505166,3.96081316959758,3,2,"DS","1","0","0","0"
"Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui","2008","Strategy","Namco Bandai Games",0.16,74,7.9,"Unknown",0.148420005118273,0,4.89897948556636,3.59731226058845,9,3,"PS","5","2","0","1"
"Sid Meier's Pirates!","2007","Strategy","Take-Two Interactive",0.2,74,7.9,"Unknown",0,0.0198026272961797,4.89897948556636,3.59731226058845,4,3,"PS","5","2","0","1"
"Derby Tsuku 5: Derby Uma o Tsukurou!","2006","Sports","Sega",0.04,75,7.4,"Unknown",0.0392207131532813,0,4.24264068711928,2.83321334405622,7,1,"PS","5","2","1","1"
"Marvel Super Hero Squad: Comic Combat","2011","Action","THQ",0.19,68,7.4,"E10+",0,0.0295588022415444,4.69041575982343,3.29583686600433,6,1,"PS","6","3","1","1"
"The Sims: Bustin' Out","2003","Simulation","Electronic Arts",0.56,81,8.9,"T",0,0.0198026272961797,5.09901951359278,2.56494935746154,4,2,"XB","4","2","0","1"
"All Grown Up! Express Yourself","2004","Misc","THQ",0.18,68.5,7,"Unknown",0,0,4.12310562561766,2.63905732961526,5,1,"GB","4","2","0","1"
"Dragon Quest IX: Sentinels of the Starry Skies","2009","Role-Playing","Nintendo",5.78,87,8.8,"E10+",1.67709656090792,0.139761942375159,8.06225774829855,5.28826703069454,8,1,"DS","5","2","0","0"
"Dead Rising 2","2010","Action","Capcom",1.36,80,6.7,"M",0.139761942375159,0.19062035960865,7.34846922834953,5.18738580584075,3,1,"PS","5","2","1","1"
"Tiger Woods PGA Tour 14","2013","Sports","Electronic Arts",0.37,74,3.8,"E",0,0.0676586484738149,5.29150262212918,3.29583686600433,5,2,"PS","6","3","1","1"
"Scripps Spelling Bee","2010","Simulation","THQ",0.15,70,7.6,"E",0,0.00995033085316809,4.12310562561766,3.04452243772342,3,1,"DS","5","2","0","0"
"Castlevania: Portrait of Ruin","2006","Platform","Konami Digital Entertainment",0.4,85,8.3,"T",0.0392207131532813,0.0295588022415444,7.14142842854285,4.47733681447821,4,3,"DS","5","2","1","0"
"Gunblade NY & L.A. Machineguns Arcade Hits Pack","2010","Shooter","Sega",0.07,73,7.4,"Unknown",0,0.00995033085316809,5.65685424949238,4.14313472639153,8,1,"Wii","5","2","1","1"
"Batman: Arkham City","2011","Action","Warner Bros. Interactive Entertainment",5.48,96,8.6,"T",0.104360015324243,0.593326845277734,6.48074069840786,7.67925142595306,3,4,"PS","6","3","1","1"
"Nobunaga no Yabou: Ranseiki","2002","Strategy","Tecmo Koei",0.13,74,7.9,"Unknown",0.122217632724249,0,4.89897948556636,3.59731226058845,4,2,"PS","4","2","0","1"
"Knights Contract","2011","Action","Namco Bandai Games",0.08,51,6,"M",0,0.00995033085316809,6.08276253029822,2.19722457733622,2,3,"PS","6","3","1","1"
"StokEd","2009","Sports","Zushi Games",0.21,68,8.6,"T",0,0.00995033085316809,5.8309518948453,2.99573227355399,1,2,"XB","5","2","1","1"
"JoJo's Bizarre Adventure: All Star Battle","2013","Fighting","Namco Bandai Games",0.58,71,8.3,"T",0.405465108108164,0.00995033085316809,7.28010988928052,4.02535169073515,7,3,"PS","6","3","1","1"
"SingStar Rocks!","2006","Misc","Sony Computer Entertainment",1.1,68.5,7,"Unknown",0,0.22314355131421,4.12310562561766,2.63905732961526,2,3,"PS","5","2","0","1"
"Formula One 2001","2001","Racing","Sony Computer Entertainment",0.26,73,6,"E",0,0.0295588022415444,4.24264068711928,1.79175946922805,3,3,"PS","4","2","0","1"
"Night at the Museum: Battle of the Smithsonian","2009","Action","Majesco Entertainment",0.11,50,7.1,"E10+",0,0.00995033085316809,3.87298334620742,2.19722457733622,8,2,"XB","5","2","1","1"
"The Sims: Makin' Magic","2003","Simulation","Electronic Arts",1.92,80,8.6,"T",0,0.0861776962410524,4.69041575982343,3.46573590279973,4,2,"PC","4","2","0","0"
"Yu-Gi-Oh! Monster Capture GB","2000","Role-Playing","Konami Digital Entertainment",0.14,74,7.9,"Unknown",0.131028262406404,0,5.47722557505166,3.96081316959758,6,3,"GB","3","1","0","1"
"Pac-Man Power Pack","2008","Misc","Namco Bandai Games",0.08,68.5,7,"E",0,0.00995033085316809,4.12310562561766,2.63905732961526,4,3,"PS","5","2","0","1"
"The Crew: Wild Run","2015","Action","Ubisoft",0.02,65,6.6,"T",0,0,2.23606797749979,3.09104245335832,4,1,"XB","6","3","1","1"
"Uchuu Keiji Tamashii: The Space Sheriff Spirits","2006","Action","Namco Bandai Games",0.02,68,7.4,"Unknown",0.0198026272961797,0,4.69041575982343,3.29583686600433,7,3,"PS","5","2","1","1"
"Petz Dogz 2","2007","Simulation","Ubisoft",1.1,70,7.6,"E",0,0.113328685307003,4.12310562561766,3.04452243772342,3,1,"DS","5","2","0","0"
"Naruto Shippuden: Ultimate Ninja 4","2007","Fighting","Atari",0.66,72,7.7,"Unknown",0.122217632724249,0.231111720963387,4.89897948556636,3.3322045101752,5,1,"PS","5","2","1","1"
"Wolfenstein: The New Order","2014","Shooter","Bethesda Softworks",0.68,79,7.8,"M",0,0.0582689081239758,4.24264068711928,5.98645200528444,4,2,"XB","6","3","1","1"
"Sailor Moon","1993","Action","Namco Bandai Games",0.22,68,7.4,"Unknown",0.198850858745165,0,4.69041575982343,3.29583686600433,2,3,"DS","2","1","1","0"
"NFL Quarterback Club 99","1998","Sports","Acclaim Entertainment",0.62,75,7.4,"Unknown",0,0,4.24264068711928,2.83321334405622,4,2,"DS","3","1","1","0"
"Hogs of War","2000","Strategy","Infogrames",0.02,62,8.8,"T",0,0,3.16227766016838,3.46573590279973,3,1,"PS","3","1","0","1"
"Reel Fishing","1996","Sports","Natsume",1.25,75,7.4,"Unknown",0.0953101798043249,0.0392207131532813,4.24264068711928,2.83321334405622,2,1,"PS","3","1","1","1"
"Guild 01","2012","Action","Level 5",0.05,68,7.4,"Unknown",0.048790164169432,0,4.69041575982343,3.29583686600433,2,2,"DS","6","3","1","0"
"Ninja Gaiden","2004","Action","Microsoft Game Studios",1.23,91,8.8,"M",0.0676586484738149,0.0392207131532813,9.4339811320566,5.03043792139244,2,3,"XB","4","2","1","1"
"Mount & Blade Collection","2012","Role-Playing","Paradox Interactive",0.02,74,7.9,"Unknown",0,0,5.47722557505166,3.96081316959758,3,2,"PC","6","3","0","0"
"The Sims 3","2009","Simulation","Electronic Arts",8.01,86,7.6,"T",0,0.470003629245736,8.66025403784439,6.78784498230958,3,2,"PC","5","2","0","0"
"NBA Ballers: Chosen One","2008","Sports","Midway Games",0.19,55,4.2,"E",0,0.00995033085316809,6.48074069840786,2.77258872223978,4,2,"XB","5","2","1","1"
"Rabbids Invasion: The Interactive TV Show","2014","Misc","Ubisoft",0.02,68.5,7,"Unknown",0,0,4.12310562561766,2.63905732961526,6,1,"PS","6","3","0","1"
"Dynasty Warriors: Strikeforce","2009","Action","Tecmo Koei",0.23,59,5.7,"T",0.0198026272961797,0.0198026272961797,4.24264068711928,2.56494935746154,3,2,"XB","5","2","1","1"
"Cabela's Dangerous Hunts 2011","2010","Sports","Activision",0.33,60,5.4,"T",0,0.0295588022415444,2,2.30258509299405,5,1,"PS","5","2","1","1"
"Saints Row IV","2015","Action","Deep Silver",0.39,68,7.4,"Unknown",0.0295588022415444,0.0582689081239758,4.69041575982343,3.29583686600433,3,2,"PS","6","3","1","1"
"NBA 07","2006","Sports","Sony Computer Entertainment",0.02,63,6.8,"E",0,0,4.89897948556636,1.79175946922805,2,3,"PS","5","2","1","1"
"Disney Sports Soccer","2002","Sports","Konami Digital Entertainment",0.03,68,7.4,"E",0,0,2.23606797749979,2.83321334405622,3,3,"GB","4","2","1","1"
"Super Stardust Ultra VR","2016","Shooter","Sony Computer Entertainment",0.01,66,6.2,"E10+",0,0,3.60555127546399,2.63905732961526,4,3,"PS","7","3","1","1"
"Watch Dogs","2014","Action","Ubisoft",1.25,68,5,"M",0.00995033085316809,0.104360015324243,4.69041575982343,5.80814248998044,2,1,"XB","6","3","1","1"
"FIFA Soccer 97","1996","Sports","Electronic Arts",0.16,75,7.4,"Unknown",0,0.00995033085316809,4.24264068711928,2.83321334405622,3,2,"PS","3","1","1","1"
"Spider-Man: Edge of Time","2011","Action","Activision",0.12,50,6.4,"T",0,0.00995033085316809,2.64575131106459,2.56494935746154,5,1,"DS","6","3","1","0"
"Zoo Tycoon 2","2004","Strategy","Microsoft Game Studios",0.06,72,8.1,"E",0,0.00995033085316809,5.8309518948453,3.78418963391826,3,3,"PC","4","2","0","0"
"Aikatsu! Cinderella Lesson","2012","Role-Playing","Namco Bandai Games",0.2,74,7.9,"Unknown",0.182321556793955,0,5.47722557505166,3.96081316959758,3,3,"DS","6","3","0","0"
"Hakuouki: Reimeiroku","2010","Adventure","Idea Factory",0.05,66,7.5,"Unknown",0.048790164169432,0,4,2.77258872223978,2,2,"PS","5","2","0","1"
"Kabushiki Baibai Trainer: Kabutore! Next","2007","Simulation","Konami Digital Entertainment",0.02,70,7.6,"Unknown",0.0198026272961797,0,4.12310562561766,3.04452243772342,5,3,"DS","5","2","0","0"
"Bleach: Soul Carnival 2","2009","Fighting","Sony Computer Entertainment",0.03,72,7.7,"Unknown",0.0295588022415444,0,4.89897948556636,3.3322045101752,4,3,"PS","5","2","1","1"
"TNA iMPACT!","2008","Fighting","Midway Games",0.45,72,7.7,"Unknown",0,0.0392207131532813,4.89897948556636,3.3322045101752,2,2,"XB","5","2","1","1"
"Tamagotchi Connection: Corner Shop","2005","Simulation","Atari",1.26,59,7.7,"E",0.751416088683921,0.00995033085316809,4.47213595499958,1.94591014905531,4,1,"DS","4","2","0","0"
"Imagine: Teacher","2008","Simulation","Ubisoft",1.71,70,7.6,"E",0,0.173953307123438,4.12310562561766,3.04452243772342,2,1,"DS","5","2","0","0"
"Cars: Mater-National Championship","2007","Racing","THQ",0.68,69,6.8,"E",0,0.048790164169432,2.64575131106459,1.79175946922805,4,1,"DS","5","2","0","0"
"Legendary","2008","Shooter","Atari",0.13,50,7.1,"M",0,0.0198026272961797,5.56776436283002,3.46573590279973,1,1,"PS","5","2","1","1"
"Wii Fit","2007","Sports","Nintendo",22.7,80,7.7,"E",1.52605630349505,1.14740245283754,7.93725393319377,4.99043258677874,2,1,"Wii","5","2","1","1"
"The Amazing Spider-Man (Console Version)","2012","Action","Activision",0.19,68,7.4,"Unknown",0,0.00995033085316809,4.69041575982343,3.29583686600433,6,1,"DS","6","3","1","0"
"Imagine: Soccer Captain","2009","Sports","Ubisoft",0.1,75,7.4,"E",0,0.00995033085316809,4.24264068711928,2.83321334405622,3,1,"DS","5","2","1","0"
"Angry Birds Trilogy","2012","Action","Activision",0.63,62,4.6,"E",0,0.048790164169432,2.64575131106459,3.04452243772342,3,1,"DS","6","3","1","0"
"Kelly Slater's Pro Surfer","2002","Sports","Activision",0.1,80,8,"E",0,0,3.87298334620742,1.79175946922805,5,1,"XB","4","2","1","1"
"Indigo Prophecy","2005","Adventure","Atari",0.15,83,7.8,"M",0,0.0198026272961797,6.85565460040104,4.65396035015752,2,1,"PS","4","2","0","1"
"SD Gundam: Gashapon Wars","2005","Strategy","Namco Bandai Games",0.07,74,7.9,"Unknown",0.0676586484738149,0,4.89897948556636,3.59731226058845,4,3,"GC","4","2","0","0"
"Q-Ball: Billiards Master","2000","Sports","Take-Two Interactive",0.27,65,7.4,"E",0,0.0392207131532813,3,2.83321334405622,4,3,"PS","3","1","1","1"
"B-Boy","2006","Misc","Sony Computer Entertainment",0.05,50,7.8,"T",0,0,3.3166247903554,1.94591014905531,2,3,"PS","5","2","0","1"
"Goldeneye 007: Reloaded","2011","Shooter","Activision",0.5,72,6,"T",0,0.048790164169432,7.48331477354788,4.57471097850338,3,1,"XB","6","3","1","1"
"Rebel Raiders: Operation Nighthawk","2006","Simulation","Kando Games",0.03,53,7.6,"E10+",0,0,2.23606797749979,3.04452243772342,4,2,"PS","5","2","0","1"
"Karaoke Joysound Wii Super DX: Hitori de Minna de Utai Houdai!","2010","Misc","Hudson Soft",0.09,68.5,7,"Unknown",0.0861776962410524,0,4.12310562561766,2.63905732961526,11,2,"Wii","5","2","0","1"
"Playmobil Top Agents","2010","Action","JoWood Productions",0.03,68,7.4,"E10+",0,0,4.69041575982343,3.29583686600433,3,2,"DS","5","2","1","0"
"Full Spectrum Warrior","2005","Strategy","THQ",0.3,74,8,"M",0,0.0392207131532813,4.89897948556636,2.63905732961526,3,1,"PS","4","2","0","1"
"NASCAR Unleashed","2011","Racing","Activision",0.12,69,7.4,"E",0,0.00995033085316809,4.24264068711928,2.89037175789616,2,1,"XB","6","3","0","1"
"Dragon Quest V: Tenkuu no Hanayome","1992","Role-Playing","Enix Corporation",2.79,74,7.9,"Unknown",1.3297240096315,0.00995033085316809,5.47722557505166,3.96081316959758,6,2,"DS","2","1","0","0"
"NASCAR '14","2014","Racing","Deep Silver",0.11,67,4.6,"E",0,0.0198026272961797,2.64575131106459,3.04452243772342,2,2,"PS","6","3","0","1"
"Mario Kart 64","1996","Racing","Nintendo",9.87,69,7.4,"Unknown",1.17248213723457,0.139761942375159,4.24264068711928,2.89037175789616,3,1,"DS","3","1","0","0"
"Jikkyou Powerful Pro Yakyuu Wii","2007","Sports","Konami Digital Entertainment",0.14,75,7.4,"Unknown",0.131028262406404,0,4.24264068711928,2.83321334405622,5,3,"Wii","5","2","1","1"
"Flight Control Rocket","2005","Simulation","THQ",0.43,70,7.6,"Unknown",0,0.00995033085316809,4.12310562561766,3.04452243772342,3,1,"GB","4","2","0","1"
"Mobile Suit Gundam Seed: Rengou vs. Z.A.F.T. Portable","2007","Shooter","Namco Bandai Games",0.12,73,7.4,"Unknown",0.113328685307003,0,5.65685424949238,4.14313472639153,11,3,"PS","5","2","1","1"
"Little Bears","2009","Simulation","RTL",0.03,70,7.6,"E",0,0,4.12310562561766,3.04452243772342,2,1,"DS","5","2","0","0"
"The Orange Box","2007","Shooter","Electronic Arts",0.14,96,9.3,"M",0,0.0295588022415444,5.8309518948453,7.31055015853442,3,2,"PC","5","2","1","0"
