"Name","Platform","Year_of_Release","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Developer","Rating"
"Spectral Force 3","X360","2006","Role-Playing","Idea Factory",0.08,0,0,0.01,0.09,59,16,"7.5",19,"Xpec","T"
"Millipede","2600","1983","Shooter","Atari",0.45,0.03,0,0.01,0.48,NA,NA,"",NA,"",""
"Milo's Astro Lanes","N64","1998","Sports","Interplay",0.08,0.02,0,0,0.1,NA,NA,"",NA,"",""
"Ultimate Game Room","DS","2009","Misc","Majesco Entertainment",0.03,0,0,0,0.04,NA,NA,"tbd",NA,"FrontLine Studios","E"
"Tom Clancy's Splinter Cell: Essentials","PSP","2006","Shooter","Ubisoft",0.17,0.01,0,0.02,0.19,58,37,"7.5",39,"Ubisoft","M"
"Bladestorm: The Hundred Years' War","PS3","2007","Action","Tecmo Koei",0.1,0.03,0.14,0.02,0.28,58,23,"7.9",28,"Omega Force","T"
"Prince of Persia: Warrior Within","XB","2004","Action","Ubisoft",0.48,0.28,0,0.04,0.8,83,55,"7.5",35,"Ubisoft Montreal","M"
"Need for Speed: The Run","PS3","2011","Action","Electronic Arts",0.58,1.04,0.03,0.36,2.01,64,48,"6.4",182,"Black Box","T"
"Kinect Rush: A Disney Pixar Adventure","X360","2012","Adventure","Microsoft Game Studios",0.38,0.15,0,0.05,0.58,68,31,"5.1",15,"Asobo Studio","E"
"Disney's Planes","Wii","2013","Simulation","Disney Interactive Studios",0.07,0.06,0,0.01,0.14,NA,NA,"tbd",NA,"Behaviour Interactive","E"
"Tom Clancy's The Division","XOne","2016","Shooter","Ubisoft",1.29,0.68,0,0.2,2.16,80,33,"6.9",614,"Massive Entertainment","M"
"EarthBound","SNES","1994","Role-Playing","Nintendo",0,0,0.81,0,0.81,NA,NA,"",NA,"",""
"Shirahana no Ori: Hiiro no Kakera 4 - Shiki no Uta","PSP","2013","Adventure","Idea Factory",0,0,0.01,0,0.01,NA,NA,"",NA,"",""
"Pokémon Mystery Dungeon: Blue Rescue Team","DS","2005","Role-Playing","Nintendo",1.15,0.04,0.83,0,2.02,62,34,"8.1",97,"ChunSoft","E"
"Rock Revolution","X360","2008","Misc","Konami Digital Entertainment",0.25,0,0,0.02,0.27,38,28,"5.1",17,"Zoe Mode, HB Studios Multimedia","T"
"Naruto Shippuden: Gekito Ninja Taisen! Special","Wii","2010","Fighting","Takara Tomy",0,0,0.06,0,0.06,NA,NA,"",NA,"",""
"NBA ShootOut '97","PS","1997","Sports","Sony Computer Entertainment",0.35,0.24,0,0.04,0.62,NA,NA,"",NA,"",""
"Spider-Man: Web of Shadows","PC","2008","Action","Activision",0,0.02,0,0,0.02,52,11,"7.8",57,"Treyarch, Shaba Games","T"
"Assassin's Creed","PS3","2007","Adventure","Ubisoft",1.91,2,0.09,0.82,4.82,81,40,"7.3",769,"Ubisoft Montreal","M"
"Jikkyou Powerful Pro Yakyuu DreamCast Edition","DC","2000","Sports","Konami Digital Entertainment",0,0,0.06,0,0.06,NA,NA,"",NA,"",""
"Mega Brain Boost","DS","2008","Puzzle","Majesco Entertainment",0.01,0,0,0,0.01,48,10,"tbd",NA,"Interchannel-Holon","E"
"The Granstream Saga","PS","1997","Role-Playing","Sony Computer Entertainment",0.08,0.05,0,0.01,0.14,NA,NA,"",NA,"",""
"Slotter Mania P: Tetsuya Shinjuku vs Ueno ","PSP","2010","Misc","Dorart",0,0,0.01,0,0.01,NA,NA,"",NA,"",""
"Call of Duty: Black Ops 3","X360","2015","Shooter","Activision",1.14,0.4,0,0.16,1.71,NA,NA,"",NA,"",""
"SpongeBob's Atlantis SquarePantis","DS","2007","Action","THQ",1.49,0,0,0.11,1.6,64,5,"tbd",NA,"THQ","E"
"Hatsune Miku and Future Stars: Project Mirai","3DS","2012","Misc","Sega",0,0,0.18,0,0.18,NA,NA,"",NA,"",""
"Gakusen Toshi Asterisk Festa: Houka Kenran","PSV","2016","Fighting","Namco Bandai Games",0,0,0.03,0,0.03,NA,NA,"",NA,"",""
"Ridge Racer 3D","3DS","2011","Racing","Namco Bandai Games",0.19,0.15,0.12,0.03,0.49,75,59,"7.2",56,"Namco Bandai Games","E"
"RoadKill","XB","2003","Action","Midway Games",0.06,0.02,0,0,0.08,68,23,"7.4",5,"Terminal Reality","M"
"Nike+ Kinect Training","X360","2012","Sports","Microsoft Game Studios",0.02,0.01,0,0,0.04,NA,NA,"",NA,"",""
"X-Men Legends","PS2","2004","Role-Playing","Activision",1,0.72,0,0.21,1.93,79,48,"8.5",69,"Raven Software","T"
"Still Life","XB","2005","Adventure","Microids",0.05,0.02,0,0,0.07,70,29,"8.2",5,"Microids","M"
"Blast Lacrosse","PS","2001","Sports","Acclaim Entertainment",0.03,0.02,0,0,0.06,NA,NA,"",NA,"",""
"Alias","XB","2004","Action","Acclaim Entertainment",0.04,0.01,0,0,0.05,64,37,"6",4,"Acclaim Studios Cheltenham","T"
"Hyperdimension Neptunia Victory","PSV","2014","Role-Playing","Compile Heart",0,0,0.07,0,0.07,NA,NA,"",NA,"",""
"Johnny Bravo in The Hukka-Mega-Mighty-Ultra-Extreme Date-O-Rama","DS","2009","Action","Blast! Entertainment Ltd",0.09,0,0,0.01,0.09,NA,NA,"",NA,"",""
"Mega Man Zero 4","GBA","2005","Platform","Capcom",0.08,0.03,0,0,0.11,77,17,"9.1",21,"Inti","E"
"Tony Hawk's Proving Ground","X360","2007","Sports","Activision",0.49,0.02,0,0.04,0.56,72,59,"5.4",44,"Neversoft Entertainment","T"
"Syberia","DS","2008","Action","Mindscape",0.1,0.02,0,0.01,0.13,52,10,"tbd",NA,"Microids, Dreamcatcher","T"
"The Legendary Starfy","DS","2008","Platform","Nintendo",0.6,0,0.2,0.05,0.85,75,25,"8.4",26,"TOSE","E"
"PDC World Championship Darts 2009","Wii","2009","Sports","Oxygen Interactive",0,0.01,0,0,0.01,NA,NA,"",NA,"",""
"Master of Monsters: Disciples of Gaia","PS","1997","Strategy","Agetec",0.02,0.01,0,0,0.03,NA,NA,"",NA,"",""
"Mickey's Speedway USA (weekly JP sales)","N64","2000","Racing","Nintendo",0,0,0.1,0,0.1,NA,NA,"",NA,"",""
"Richard Burns Rally","PC","2004","Racing","SCi",0,0.03,0,0.01,0.04,NA,NA,"",NA,"",""
"Wheel of Fortune","PS2","N/A","Misc","Unknown",0.47,0.36,0,0.12,0.95,NA,NA,"tbd",NA,"Atari","E"
"Darksiders II","PS4","2015","Action","Nordic Games",0.09,0.1,0,0.04,0.22,NA,NA,"",NA,"",""
"Are You Smarter than a 5th Grader? Make the Grade","Wii","2008","Misc","THQ",0.5,0,0,0.04,0.54,NA,NA,"tbd",NA,"THQ","E"
"Yu-Gi-Oh! 5D's World Championship 2011: Over the Nexus","DS","2011","Strategy","Konami Digital Entertainment",0.1,0.03,0.07,0.01,0.21,NA,NA,"",NA,"",""
"Tobal No.1","PS","1996","Fighting","Sony Computer Entertainment",0.12,0.08,0.66,0.06,0.92,NA,NA,"",NA,"",""
"Saki: Zenkoku-hen","PSV","2015","Misc","Kaga Create",0,0,0.06,0,0.06,NA,NA,"",NA,"",""
"Platypus","PSP","2006","Shooter","Funsta",0.02,0,0,0,0.02,59,14,"tbd",NA,"Squashy Software","E"
"Face Training","DS","2007","Misc","Nintendo",0,0,0.19,0,0.19,NA,NA,"",NA,"",""
"Phantasy Star Online Ver. 2","DC","2001","Role-Playing","Sega",0,0,0.19,0,0.19,80,10,"8.9",18,"Sonic Team","T"
"Monster High: New Ghoul in School","3DS","2015","Action","Little Orbit",0,0.04,0,0,0.04,NA,NA,"tbd",NA,"Torus Games, Little Orbit","E"
"Total Immersion Racing","PS2","2002","Racing","Empire Interactive",0.05,0.04,0,0.01,0.11,59,7,"tbd",NA,"Razorworks Studios","E"
"Ghostbusters: The Video Game","PS3","2009","Action","Sony Computer Entertainment",0.34,0.36,0,0.14,0.84,78,74,"7.9",96,"Terminal Reality","T"
"Doukoku Shoshite...","SAT","1998","Adventure","Data East",0,0,0.11,0,0.11,NA,NA,"",NA,"",""
"Alan Wake","X360","2010","Action","Microsoft Game Studios",0.66,0.5,0.05,0.13,1.33,83,100,"8.1",1156,"Remedy Entertainment","T"
"Roadsters","PS","2000","Racing","Titus",0.02,0.01,0,0,0.03,NA,NA,"tbd",NA,"",""
"Angelique Retour","PSV","2015","Action","Tecmo Koei",0,0,0.02,0,0.02,NA,NA,"",NA,"",""
"Tetris Evolution","X360","2007","Puzzle","THQ",0.08,0.02,0,0.01,0.11,52,21,"tbd",NA,"Mass Media","E"
"Go! Go! Hypergrind","GC","2003","Sports","Atlus",0.02,0.01,0,0,0.03,NA,NA,"",NA,"",""
"Fate/Stay Night [Réalta Nua]","PSV","2012","Adventure","Kadokawa Shoten",0,0,0.06,0,0.06,NA,NA,"",NA,"",""
"The Fairly Odd Parents: Game Boy Advance Video Volume 2","GBA","2004","Misc","N/A",0.3,0.11,0,0.01,0.42,NA,NA,"",NA,"",""
"Ray Tracers","PS","1997","Racing","Sony Computer Entertainment",0.04,0.02,0,0,0.06,NA,NA,"",NA,"",""
"Codename: Kids Next Door: Game Boy Advance Video Volume 1","GBA","2004","Misc","N/A",0.12,0.05,0,0,0.17,NA,NA,"",NA,"",""
"Ultimate Puzzle Games","GBA","2005","Puzzle","Telegames",0.01,0,0,0,0.02,NA,NA,"tbd",NA,"Telegames, Inc.","E"
"Eternal Eyes","PS","1999","Role-Playing","Sunsoft",0.08,0.05,0,0.01,0.14,NA,NA,"",NA,"",""
"Fullmetal Alchemist: Dual Sympathy","DS","2005","Role-Playing","Empire Interactive",0.05,0,0.04,0,0.09,58,15,"7.3",12,"Natsume","T"
"Spider-Man 3","PS2","2007","Platform","Activision",0.74,0.03,0.01,0.12,0.9,50,14,"6.5",28,"Vicarious Visions","T"
"Minna no Chizu 2","PSP","2007","Misc","Zenrin",0,0,0.02,0,0.02,NA,NA,"",NA,"",""
"Backyard NFL Football '08","PS2","2007","Sports","Atari",0.03,0.02,0,0.01,0.06,NA,NA,"",NA,"",""
"GunGriffon","SAT","1995","Simulation","Sega",0,0,0.19,0,0.19,NA,NA,"",NA,"",""
"Foto Frenzy: Spot The Diffrence","DS","2009","Puzzle","Storm City Games",0.29,0,0,0.02,0.31,NA,NA,"",NA,"",""
"Dance Dance Revolution: Hottest Party 5","Wii","2011","Misc","Konami Digital Entertainment",0,0.02,0,0,0.02,NA,NA,"",NA,"",""
"Broken Sword: The Shadow of the Templars","GBA","2002","Adventure","BAM! Entertainment",0.04,0.02,0,0,0.06,80,17,"7.8",10,"Revolution Software","T"
"BlazBlue: Chrono Phantasma Extend","PSV","2015","Action","PQube",0,0.02,0,0.01,0.03,NA,NA,"6.8",13,"Arc System Works","T"
"P.N.03 - Product Number Three","GC","2003","Shooter","Capcom",0.06,0.02,0,0,0.08,NA,NA,"",NA,"",""
"X2: Wolverine's Revenge","XB","2003","Platform","Activision",0.15,0.04,0,0.01,0.21,58,27,"6.4",9,"GenePool","T"
"Viva Pinata: Party Animals","X360","2007","Misc","Microsoft Game Studios",0.19,0.02,0,0.02,0.23,56,42,"6.2",18,"Krome Studios","E"
"NCAA Football 07","PSP","2006","Sports","Electronic Arts",0.34,0,0,0.03,0.37,75,16,"7.9",11,"EA Sports","E"
"The BIGS","PS2","2007","Sports","Take-Two Interactive",0.25,0.19,0,0.06,0.51,71,4,"4.8",4,"Blue Castle Games","E"
"SCORE International Baja 1000: The Official Game","PS3","2008","Racing","Activision",0.07,0,0,0.01,0.08,NA,NA,"",NA,"",""
"Brunswick Circuit Pro Bowling 2","PS","2000","Sports","THQ",0.06,0.04,0,0.01,0.11,NA,NA,"",NA,"",""
"Rugby League 3","Wii","2010","Sports","Alternative Software",0,0.06,0,0.01,0.07,NA,NA,"",NA,"",""
"SingStar Vol. 3","PS3","2008","Misc","Sony Computer Entertainment",0,0.1,0,0.03,0.12,NA,NA,"",NA,"",""
"Cabela's North American Adventures","PS2","2010","Sports","Activision",0.04,0.03,0,0.01,0.08,NA,NA,"tbd",NA,"FUN Labs","T"
"Inazuma Eleven 3","DS","2010","Role-Playing","Level 5",0,0,0.93,0,0.93,NA,NA,"",NA,"",""
"Halo: Reach","X360","2010","Shooter","Microsoft Game Studios",7.04,1.95,0.08,0.79,9.86,91,99,"7.9",2045,"Bungie","M"
"Harvey Birdman: Attorney at Law","PS2","2008","Adventure","Capcom",0.06,0.04,0,0.01,0.12,63,21,"tbd",NA,"High Voltage Software","T"
"Torneko no Daibouken: Fushigi no Dungeon","SNES","1993","Role-Playing","ChunSoft",0,0,0.78,0,0.78,NA,NA,"",NA,"",""
"Mission: Impossible - Operation Surma","PS2","2003","Platform","Atari",0.14,0.11,0,0.04,0.28,64,30,"7.8",10,"Paradigm Entertainment","T"
"Gale Racer","SAT","1994","Racing","Sega",0,0,0.07,0,0.07,NA,NA,"",NA,"",""
"Guardian's Crusade","PS","1998","Role-Playing","Activision",0.07,0.05,0,0.01,0.12,NA,NA,"",NA,"",""
"XGRA: Extreme G-Racing Association","PS2","2004","Racing","Eidos Interactive",0.3,0.24,0,0.08,0.62,68,23,"8.6",8,"Acclaim Studios Cheltenham","T"
"Dragon Ball Z: Idainaru Dragon Ball Densetsu","SAT","1995","Fighting","Namco Bandai Games",0,0,0.15,0,0.15,NA,NA,"",NA,"",""
"History Civil War: Secret Missions","X360","2008","Shooter","Activision",0.12,0,0,0.01,0.13,NA,NA,"",NA,"",""
"Mortal Kombat","PC","1994","Fighting","Acclaim Entertainment",0.02,0,0,0,0.02,NA,NA,"",NA,"",""
"Tomb Raider: Underworld","PS2","2009","Action","Eidos Interactive",0.09,0.04,0,0.05,0.18,NA,NA,"5.8",30,"Crystal Dynamics","T"
"Dynasty Warriors 5 Empires","X360","2006","Action","Tecmo Koei",0.11,0.01,0,0.01,0.13,61,40,"8.2",19,"Omega Force","T"
"Night Head: The Labyrinth","PS","1995","Adventure","Fuji",0,0,0.03,0,0.03,NA,NA,"",NA,"",""
"Caesar IV","PC","2006","Strategy","Vivendi Games",0,0.03,0,0.01,0.04,74,32,"7.6",43,"Tilted Mill","E10+"
"Beijing 2008","X360","2008","Sports","Sega",0.15,0.38,0,0.07,0.59,NA,NA,"",NA,"",""
"Crouching Tiger, Hidden Dragon","PS2","2003","Action","Ubisoft",0.06,0.05,0,0.02,0.13,48,26,"3.7",6,"Light Weight","T"
"Guitar Freaks","PS","1999","Simulation","Konami Digital Entertainment",0,0,0.23,0.02,0.24,NA,NA,"",NA,"",""
"D.Gray-man: Sousha no Shikaku","PS2","2008","Adventure","Konami Digital Entertainment",0,0,0.02,0,0.02,NA,NA,"",NA,"",""
"Monster House","PS2","2006","Adventure","THQ",0.07,0.05,0,0.02,0.14,59,27,"tbd",NA,"Artificial Mind and Movement","E10+"
"The Wild Thornberrys Movie","GBA","2002","Platform","THQ",0.25,0.09,0,0.01,0.34,NA,NA,"tbd",NA,"Human Soft","E"
"Remember Me","PC","2013","Action","Capcom",0,0.05,0,0,0.06,65,26,"7.4",1007,"DONTNOD Entertainment","M"
"Mario Tennis Open","3DS","2012","Sports","Nintendo",0.26,0.29,0.34,0.05,0.95,69,58,"6.9",110,"Camelot Software Planning","E"
"Divinity: Original Sin","PS4","2015","Role-Playing","Focus Home Interactive",0.1,0.12,0.02,0.04,0.28,NA,NA,"",NA,"",""
"DragonHeart: Fire & Steel","PS","1996","Action","Acclaim Entertainment",0.02,0.01,0,0,0.03,NA,NA,"",NA,"",""
"Brave: The Video Game","DS","2012","Action","Disney Interactive Studios",0,0.01,0,0,0.02,NA,NA,"tbd",NA,"Behaviour Interactive","E10+"
"Classic Road","PS","1995","Sports","Victor Interactive",0,0,0.07,0,0.07,NA,NA,"",NA,"",""
"Doom (2016)","PS4","2016","Shooter","Bethesda Softworks",0.54,0.69,0.02,0.24,1.49,NA,NA,"",NA,"",""
"Hunter: The Reckoning","XB","2002","Action","Interplay",0.28,0.08,0,0.01,0.38,79,28,"8.9",20,"High Voltage Software","M"
"Dropship: United Peace Force","PS2","2002","Simulation","Sony Computer Entertainment",0.05,0.04,0,0.01,0.1,78,17,"8.6",10,"SCEE","T"
"The Legend of Zelda: Oracle of Ages","GB","2001","Action","Nintendo",0.92,0.53,0.41,0.06,1.92,NA,NA,"",NA,"",""
"Pictionary","DS","2010","Puzzle","THQ",0.09,0.06,0,0.02,0.17,NA,NA,"tbd",NA,"ImaginEngine","E"
"The Sky Crawlers: Innocent Aces","Wii","2008","Simulation","Namco Bandai Games",0.08,0.02,0.01,0.01,0.12,74,42,"7.9",13,"Access Games","T"
"Kannou Mukashi Banashi Portable","PSP","2012","Adventure","Idea Factory",0,0,0.02,0,0.02,NA,NA,"",NA,"",""
"Duke Nukem 64","N64","1997","Shooter","GT Interactive",0.35,0.08,0,0.01,0.44,NA,NA,"",NA,"",""
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)","PS3","2007","Action","Activision",0.32,0.03,0.01,0.04,0.4,NA,NA,"",NA,"",""
" Tales of Xillia 2","PS3","2012","Role-Playing","Namco Bandai Games",0.2,0.12,0.45,0.07,0.84,71,59,"7.9",216,"Bandai Namco Games","T"
"RollerCoaster Tycoon","PC","N/A","Strategy","Microprose",0.02,0.02,0,0.01,0.04,NA,NA,"",NA,"Chris Sawyer","E"
"Mega Man X Collection","PS2","N/A","Misc","Unknown",0.12,0.09,0,0.03,0.24,73,23,"8.8",14,"Capcom","E"
"Yu-Gi-Oh! The Sacred Cards (JP weekly sales)","GBA","2002","Role-Playing","Konami Digital Entertainment",0,0,0.26,0.01,0.27,NA,NA,"",NA,"",""
"Uncharted: Drake's Fortune","PS3","2007","Action","Sony Computer Entertainment",2.31,1.72,0.12,0.77,4.92,88,66,"8.1",2306,"Naughty Dog, SCE/WWS","T"
"Aliens versus Predator: Extinction","PS2","2003","Strategy","Electronic Arts",0.09,0.07,0,0.02,0.19,66,17,"8.4",30,"Zono Inc.","T"
"Metal Gear Solid: The Essential Collection","PS2","2007","Adventure","Konami Digital Entertainment",0.23,0.18,0,0.06,0.46,NA,NA,"8.9",9,"Konami","M"
"Evolution Skateboarding","PS2","2002","Sports","Konami Digital Entertainment",0.13,0.1,0,0.03,0.26,44,14,"6.7",9,"Konami","T"
"Guitar Hero: Warriors of Rock","Wii","2010","Misc","Activision",0.47,0.4,0,0.09,0.96,77,26,"7.5",17,"Vicarious Visions, Neversoft Entertainment","T"
"Junior Mystery Quest","DS","2011","Puzzle","GSP",0.07,0.01,0,0.01,0.08,NA,NA,"tbd",NA,"Maximum Family Games","E"
"Lock's Quest","DS","2008","Strategy","THQ",0.08,0,0,0.01,0.09,80,32,"8.7",27,"5TH Cell","E"
"Star Ocean: First Departure","PSP","2007","Role-Playing","Square Enix",0.2,0.13,0.22,0.09,0.64,74,32,"7.4",28,"TOSE","T"
"Street Fighter IV","PS3","2009","Fighting","Capcom",2.03,1.04,0.58,0.52,4.16,94,61,"7.3",330,"Capcom","T"
"Time Commando","PS","1996","Action","Adeline Software",0.1,0.07,0,0.01,0.17,NA,NA,"",NA,"",""
"Resident Evil 2","PS","1998","Action","Virgin Interactive",1.88,1.47,2.02,0.45,5.82,89,13,"9.2",364,"Capcom","M"
"Pac-Man World 2","GBA","2005","Action","Zoo Digital Publishing",0.08,0.03,0,0,0.11,NA,NA,"6",5,"Full Fat","E"
"NBA 2K12","PSP","2011","Sports","Take-Two Interactive",0.22,0.03,0,0.03,0.27,NA,NA,"5",7,"Visual Concepts","E"
"Romancing SaGa 3","SNES","1995","Role-Playing","SquareSoft",0,0,1.29,0.01,1.3,NA,NA,"",NA,"",""
"Crime Life: Gang Wars","XB","2005","Action","Konami Digital Entertainment",0.04,0.01,0,0,0.05,30,19,"3.4",9,"Hothouse Creations","M"
"Camp Rock: The Final Jam","DS","2010","Misc","Disney Interactive Studios",0.14,0.02,0,0.01,0.17,NA,NA,"",NA,"",""
"Dragon Ball Z: Sagas","PS2","2005","Fighting","Atari",0.38,0.01,0,0.06,0.46,49,13,"5.4",29,"Avalanche Software","T"
"World Championship Poker","XB","2004","Misc","Crave Entertainment",0.37,0.11,0,0.02,0.51,66,7,"tbd",NA,"Coresoft","E"
"Madden NFL 2003","GBA","2002","Sports","Electronic Arts",0.44,0.16,0,0.01,0.61,76,5,"tbd",NA,"BudCat","E"
"The Typing of the Dead","DC","2000","Shooter","Sega",0,0,0.05,0,0.05,83,12,"7.8",12,"Smilebit","M"
"Tiger Woods PGA Tour 2004","GBA","2003","Sports","Electronic Arts",0.13,0.05,0,0,0.18,75,5,"7.5",4,"Backbone Emeryville","E"
"Digimon World: Next Order","PSV","2016","Action","Namco Bandai Games",0,0,0.1,0,0.1,NA,NA,"",NA,"B.B.Studio",""
"Midnight Club: LA Remix","PSP","2008","Racing","Take-Two Interactive",0.52,0.27,0,0.19,0.98,79,26,"8.7",43,"Rockstar London","T"
"Ratchet & Clank Future: Tools of Destruction","PS3","2007","Platform","Sony Computer Entertainment",0.93,1.1,0.08,0.45,2.56,NA,NA,"",NA,"",""
"LEGO Harry Potter: Years 5-7","3DS","N/A","Action","Warner Bros. Interactive Entertainment",0.18,0.19,0,0.03,0.4,71,7,"6.5",11,"Traveller's Tales","E10+"
"Criminal Girls: Invite Only","PSP","2010","Role-Playing","Nippon Ichi Software",0,0,0.08,0,0.08,NA,NA,"",NA,"",""
"Arcania: Gothic 4","PS4","2015","Role-Playing","Nordic Games",0.04,0,0,0.01,0.05,NA,NA,"",NA,"",""
"Dragon Ball GT: Game Boy Advance Video Volume 1","GBA","2004","Misc","N/A",0.12,0.05,0,0,0.17,NA,NA,"",NA,"",""
"Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi","WiiU","2014","Misc","Namco Bandai Games",0,0,0.03,0,0.03,NA,NA,"",NA,"",""
"Need for Speed: Porsche Unleashed","GBA","2004","Racing","Zoo Digital Publishing",0.35,0.13,0,0.01,0.48,62,4,"7.8",8,"Pocketeers","E"
"Legends of Wrestling","XB","2002","Fighting","Acclaim Entertainment",0.1,0.03,0,0,0.14,65,10,"5.8",4,"Acclaim","T"
"The BIGS","Wii","2007","Sports","Take-Two Interactive",0.34,0,0,0.03,0.37,66,15,"7.1",14,"Blue Castle Games","E"
"The Simpsons: Hit & Run","XB","2003","Racing","Vivendi Games",0.7,0.58,0,0.07,1.35,NA,NA,"",NA,"",""
"SingStar Party","PS2","2004","Misc","Sony Computer Entertainment",0,1.04,0,0.31,1.35,NA,NA,"",NA,"",""
"Polly Pocket: Super Splash Island","GBA","2003","Action","Knowledge Adventure",0.17,0.06,0,0,0.24,NA,NA,"",NA,"",""
"Let's Cheer","X360","2011","Misc","Take-Two Interactive",0.12,0,0,0.01,0.14,NA,NA,"",NA,"",""
"ESPN International Track & Field","PS2","2000","Sports","Konami Digital Entertainment",0.09,0.07,0,0.02,0.19,NA,NA,"",NA,"",""
"Just Dance Kids","Wii","2010","Misc","Ubisoft",1.52,0.54,0,0.18,2.24,NA,NA,"tbd",NA,"Ubisoft","E"
"Red Dead Revolver","XB","2004","Shooter","Take-Two Interactive",0.4,0.12,0,0.02,0.55,74,61,"8.5",26,"Rockstar San Diego","M"
"iCarly 2: iJoin The Click!","DS","2010","Adventure","Activision",0.25,0,0,0.02,0.27,NA,NA,"tbd",NA,"Big Blue Bubble Inc.","E"
"Ben 10 Triple Pack","DS","2011","Misc","D3Publisher",0.12,0.11,0,0.02,0.25,NA,NA,"tbd",NA,"D3Publisher","E10+"
"Disney's Winnie the Pooh's Rumbly Tumbly Adventure","PS2","2005","Platform","Ubisoft",0.06,0.05,0,0.02,0.13,NA,NA,"tbd",NA,"Phoenix Games Studio","E"
"Monster Jam: Urban Assault","Wii","2008","Racing","Activision",0.38,0,0,0.03,0.41,NA,NA,"7.8",6,"Torus Games","E"
"Harvest Moon: More Friends of Mineral Town","GBA","2003","Simulation","Ubisoft",0.14,0.05,0,0,0.2,82,8,"9.2",40,"TOSE","E"
"CID The Dummy","PSP","2009","Platform","Oxygen Interactive",0.02,0,0,0,0.03,41,6,"tbd",NA,"Twelve Games","E10+"
"Pimp My Ride: Street Racing","PS2","2009","Racing","Activision",0.04,0.03,0,0.01,0.08,NA,NA,"",NA,"",""
"Mario vs. Donkey Kong 2: March of the Minis","DS","2006","Puzzle","Nintendo",0.73,0.03,0.36,0.07,1.19,76,32,"7.9",17,"Nintendo, Nintendo Software Technology","E"
"Dragon Ball Z Hyper Dimension","SNES","1995","Fighting","Namco Bandai Games",0,0,0.21,0,0.21,NA,NA,"",NA,"",""
"Timeshock! Pro Pinball","PS","1998","Misc","Empire Interactive",0.02,0.01,0,0,0.03,NA,NA,"",NA,"",""
"Bubble Bobble Double Shot","DS","2007","Puzzle","Rising Star Games",0.03,0,0,0,0.04,50,12,"4.8",4,"Marvelous Entertainment","E"
"MLB Power Pros 2008","DS","2008","Sports","Take-Two Interactive",0.06,0,0,0,0.06,70,7,"tbd",NA,"Konami","E"
"Resident Evil: Revelations","PS3","2013","Action","Capcom",0.14,0.29,0.22,0.09,0.74,74,30,"7.2",204,"Capcom","M"
"FIFA Soccer 10","PSP","2009","Sports","Electronic Arts",0.15,0.67,0.01,0.31,1.15,83,9,"7.9",14,"EA Sports","E"
"Rugby 2005","XB","2005","Sports","Electronic Arts",0.04,0.01,0,0,0.05,75,20,"7.7",11,"HB Studios Multimedia","E"
"DanceDanceRevolution","Wii","2010","Simulation","Konami Digital Entertainment",0.28,0.04,0,0.02,0.34,NA,NA,"tbd",NA,"Konami","E"
"ATV Offroad Fury 2","PS2","2002","Racing","THQ",1.92,0.2,0,0.06,2.18,82,26,"8.9",28,"Rainbow Studios","E"
"NHL 09","X360","2008","Sports","Electronic Arts",0.45,0.01,0,0.04,0.5,88,41,"8.4",61,"EA Canada","E10+"
"Dance Dance Revolution SuperNOVA","PS2","2006","Simulation","Konami Digital Entertainment",0.87,0.03,0,0.14,1.04,73,25,"8.7",6,"Konami","E10+"
"Tornado Outbreak","PS3","2009","Action","Konami Digital Entertainment",0.08,0,0,0.01,0.09,69,15,"7.6",8,"Loose Cannon Studios","E10+"
"Pro Evolution Soccer 2016","PS4","2015","Sports","Konami Digital Entertainment",0.13,0.42,0.13,0.1,0.79,87,54,"7.1",680,"Konami","E"
"Doraemon Wii: Himitsu Douguou Ketteisen!","Wii","2007","Misc","Sega",0,0,0.01,0,0.01,NA,NA,"",NA,"",""
"Diablo III","PS3","2013","Role-Playing","Activision",0.72,0.75,0.15,0.29,1.91,86,43,"6.4",557,"Blizzard Entertainment","M"
"Toriko: Gourmet Battle!","3DS","2013","Role-Playing","Namco Bandai Games",0,0,0.06,0,0.06,NA,NA,"",NA,"",""
"Turbo Turtle Adventure","GBA","2002","Puzzle","Majesco Entertainment",0.04,0.01,0,0,0.05,70,8,"tbd",NA,"Iridon Interactive AB","E"
"Imagine: Fashion Designer World Tour","DS","2009","Simulation","Ubisoft",0.27,0,0,0.02,0.29,NA,NA,"tbd",NA,"Virtual Toys","E"
"Street Jam Basketball","GBA","2004","Sports","Zoo Digital Publishing",0.02,0.01,0,0,0.03,35,7,"8",7,"Prograph","E"
"Batman: Arkham Asylum","PS3","2009","Action","Eidos Interactive",2.24,1.31,0.07,0.61,4.23,91,70,"8.9",1122,"Rocksteady Studios","T"
